job_id,year,country,region,city,company_name,company_size,industry,job_title,seniority_level,ai_mentioned,ai_intensity_score,core_skills,salary_usd,salary_change,automation_risk_score,reskilling_required,ai_job_displacement_risk,industry_ai_adoption_stage
2246,2016,Jordan,Middle East,Berlin,Prime Analytics,Enterprise,Energy,Data Scientist,Executive,False,0.16,"Communication, Data Analysis, Research, Project Management, Cloud Computing, Python",56522,3.3,0.76,False,Medium,Emerging
2247,2010,Jordan,Middle East,Lagos,NextGen Solutions,Startup,Energy,Software Engineer,Executive,False,0.13,"Python, Cloud Computing, Statistics, Research",49959,-3.76,0.6,False,High,Emerging
2248,2025,Chile,South America,Tokyo,NextGen Analytics,Medium,Education,Product Manager,Lead,False,0.18,"Communication, SQL, Project Management, Statistics, Cloud Computing",51701,4.27,0.8,False,High,Growing
2249,2010,New Zealand,Oceania,London,NextGen Technologies,Enterprise,Finance,Operations Manager,Lead,False,0.13,"Data Analysis, Project Management, Research, Python, Communication",68165,3.55,0.8,False,Low,Emerging
2250,2024,UAE,Middle East,Sydney,NextGen Technologies,Large,Tech,Policy Analyst,Senior,False,0.15,"Research, SQL, Project Management",63428,0.03,0.83,False,High,Mature
2251,2014,United Kingdom,Europe,London,Prime Systems,Startup,Healthcare,Systems Engineer,Mid,False,0.1,"Software Engineering, SQL, Python, Business Analysis, Data Analysis",70401,2.16,0.86,False,Low,Emerging
2252,2015,United States,North America,Nairobi,NextGen Systems,Medium,Agriculture,AI Researcher,Senior,False,0.05,"Cloud Computing, Project Management, Communication, Python, SQL, Business Analysis",70779,-4.56,0.64,False,Medium,Emerging
2253,2012,Netherlands,Europe,Nairobi,NextGen Systems,Small,Government,Software Engineer,Executive,False,0.18,"Data Analysis, Software Engineering, Business Analysis, Cloud Computing, Communication",63992,-2.67,0.75,False,Medium,Emerging
2254,2012,Germany,Europe,Bangalore,Global Analytics,Large,Energy,Systems Engineer,Senior,True,0.49,"Statistics, Project Management, Business Analysis, SQL, Cloud Computing",89418,4.45,0.35,True,Low,Emerging
2255,2020,Morocco,Africa,Singapore,Global Technologies,Startup,Tech,Research Scientist,Intern,True,0.7,"Research, Cloud Computing, Statistics, Data Analysis, Software Engineering",34614,17.79,0.35,True,High,Growing
2256,2024,Jordan,Middle East,London,Prime Solutions,Medium,Healthcare,Systems Engineer,Junior,True,0.67,"Communication, Python, Cloud Computing, Business Analysis, Project Management",107954,8.99,0.14,True,Medium,Growing
2257,2018,Israel,Middle East,Singapore,NextGen Solutions,Large,Manufacturing,ML Engineer,Executive,False,0.07,"Cloud Computing, Business Analysis, Statistics, Research, Python, Communication",58456,-4.32,0.69,False,High,Growing
2258,2017,Canada,North America,Nairobi,Prime Analytics,Large,Finance,Product Manager,Mid,False,0.06,"Communication, Project Management, Software Engineering, Research",73937,4.39,0.63,False,Medium,Growing
2259,2013,Philippines,Southeast Asia,Nairobi,Global Technologies,Medium,Retail,Policy Analyst,Executive,False,0.03,"Cloud Computing, SQL, Data Analysis, Software Engineering",28928,4.96,0.89,False,Medium,Emerging
2260,2024,Spain,Europe,Seoul,Prime Technologies,Startup,Healthcare,ML Engineer,Junior,True,0.59,"Software Engineering, Project Management, Research, Data Analysis, SQL, Python",130841,5.64,0.3,True,Low,Growing
2261,2016,Nepal,South Asia,Tokyo,NextGen Systems,Medium,Government,Policy Analyst,Lead,False,0.19,"Statistics, SQL, Python, Cloud Computing, Business Analysis",26379,2.86,0.89,False,Medium,Emerging
2262,2013,Australia,Oceania,Tokyo,Future Technologies,Enterprise,Finance,Data Scientist,Senior,False,0.04,"Project Management, Communication, Statistics, Data Analysis, SQL",62775,3.18,0.81,False,Medium,Emerging
2263,2024,Kenya,Africa,Berlin,Future Technologies,Enterprise,Finance,Business Analyst,Junior,True,0.43,"Python, SQL, Software Engineering",40352,12.35,0.38,True,Low,Mature
2264,2017,Japan,East Asia,Berlin,Future Solutions,Medium,Healthcare,Operations Manager,Lead,False,0.0,"Communication, Python, Software Engineering, Research",66864,2.96,0.75,False,Low,Growing
2265,2025,Netherlands,Europe,Seoul,NextGen Analytics,Enterprise,Agriculture,ML Engineer,Mid,True,0.48,"Communication, Statistics, Data Analysis, Python, Project Management",134640,12.4,0.25,True,Medium,Growing
2266,2014,Chile,South America,London,Prime Analytics,Small,Agriculture,Product Manager,Intern,False,0.19,"Research, Python, Communication",39969,-0.07,0.77,False,Medium,Emerging
2267,2014,UAE,Middle East,Singapore,Prime Solutions,Large,Government,Software Engineer,Intern,False,0.02,"Python, Project Management, Business Analysis",62136,-2.78,0.72,False,Medium,Emerging
2268,2019,Sri Lanka,South Asia,Nairobi,Prime Systems,Enterprise,Education,Policy Analyst,Mid,False,0.2,"Research, SQL, Business Analysis, Communication, Python",29162,-2.63,0.68,False,Low,Growing
2269,2015,Germany,Europe,Berlin,Global Technologies,Large,Education,Software Engineer,Intern,False,0.17,"Business Analysis, Data Analysis, Project Management, Software Engineering",78773,-1.7,0.63,False,Low,Emerging
2270,2024,Canada,North America,Berlin,Future Solutions,Enterprise,Manufacturing,Systems Engineer,Mid,False,0.03,"Software Engineering, Business Analysis, Project Management, Research, Python",94939,3.64,0.65,False,Medium,Growing
2271,2021,Chile,South America,Seoul,Future Technologies,Enterprise,Retail,AI Researcher,Senior,False,0.01,"Cloud Computing, Business Analysis, Research, Project Management",44942,-2.75,0.9,False,Medium,Growing
2272,2025,Sweden,Europe,Lagos,Global Solutions,Startup,Energy,Research Scientist,Senior,True,0.92,"Data Analysis, Statistics, Cloud Computing, Software Engineering, Project Management",131158,8.83,0.33,True,High,Growing
2273,2017,South Korea,East Asia,Tokyo,Future Analytics,Startup,Government,AI Researcher,Intern,False,0.19,"Business Analysis, Python, SQL",69644,-1.02,0.81,False,Medium,Growing
2274,2021,Pakistan,South Asia,Tokyo,Prime Systems,Startup,Healthcare,Policy Analyst,Senior,True,0.54,"Research, Communication, Project Management",32697,5.3,0.32,True,Medium,Growing
2275,2017,Bangladesh,South Asia,Dubai,Prime Solutions,Medium,Energy,ML Engineer,Mid,False,0.13,"Data Analysis, Python, Cloud Computing, SQL, Project Management",23824,2.66,0.73,False,High,Growing
2276,2022,Malaysia,Southeast Asia,Toronto,Prime Analytics,Medium,Agriculture,ML Engineer,Mid,False,0.1,"Python, Research, SQL, Data Analysis",42903,-1.72,0.84,False,High,Growing
2277,2024,New Zealand,Oceania,Seoul,NextGen Solutions,Enterprise,Agriculture,Systems Engineer,Senior,True,0.87,"Communication, Data Analysis, Software Engineering",144541,16.74,0.3,True,Medium,Growing
2278,2013,Egypt,Africa,Sao Paulo,Prime Technologies,Startup,Tech,Product Manager,Intern,False,0.15,"Statistics, Software Engineering, Python, Data Analysis, SQL, Communication",20342,2.92,0.86,False,Low,Emerging
2279,2012,Egypt,Africa,Toronto,NextGen Solutions,Startup,Education,Software Engineer,Executive,False,0.06,"Project Management, Business Analysis, Software Engineering",18549,2.9,0.63,False,Medium,Emerging
2280,2017,Canada,North America,Tokyo,Global Technologies,Enterprise,Healthcare,Operations Manager,Intern,False,0.05,"SQL, Research, Cloud Computing, Project Management, Business Analysis, Software Engineering",73795,-4.09,0.62,False,Low,Growing
2281,2017,Thailand,Southeast Asia,Singapore,NextGen Analytics,Small,Government,Business Analyst,Senior,False,0.02,"SQL, Python, Research",35386,0.71,0.64,False,Medium,Growing
2282,2019,Thailand,Southeast Asia,Sao Paulo,Prime Analytics,Startup,Tech,Software Engineer,Lead,False,0.09,"Business Analysis, SQL, Python",33104,-2.85,0.71,False,High,Growing
2283,2011,Egypt,Africa,Berlin,Prime Technologies,Large,Tech,Research Scientist,Intern,True,0.4,"SQL, Python, Communication, Business Analysis, Research",23228,-3.6,0.32,True,High,Emerging
2284,2018,Japan,East Asia,London,Global Systems,Startup,Finance,Business Analyst,Lead,False,0.18,"SQL, Communication, Business Analysis, Research, Software Engineering",66898,0.18,0.74,False,High,Growing
2285,2013,Netherlands,Europe,Sydney,Global Analytics,Medium,Energy,Operations Manager,Junior,False,0.18,"SQL, Software Engineering, Python",73583,4.37,0.75,False,Low,Emerging
2286,2022,Israel,Middle East,Nairobi,NextGen Solutions,Medium,Retail,Business Analyst,Executive,True,0.49,"Statistics, Software Engineering, Communication",101369,15.98,0.3,True,High,Growing
2287,2019,United States,North America,London,Prime Solutions,Medium,Healthcare,Business Analyst,Lead,False,0.03,"Software Engineering, SQL, Project Management, Research, Python, Business Analysis",81306,4.65,0.65,False,Low,Growing
2288,2014,Argentina,South America,Paris,Global Analytics,Small,Tech,AI Researcher,Lead,True,0.57,"Python, Cloud Computing, Business Analysis",61209,-3.22,0.32,True,Low,Emerging
2289,2022,Taiwan,East Asia,London,Global Solutions,Large,Government,Operations Manager,Intern,True,0.87,"Cloud Computing, Statistics, Communication, Business Analysis, Data Analysis, Software Engineering",118714,9.05,0.28,True,Medium,Growing
2290,2024,South Korea,East Asia,Berlin,Prime Technologies,Startup,Government,ML Engineer,Junior,True,0.49,"Business Analysis, Communication, Statistics, Data Analysis, Software Engineering, Cloud Computing",109405,12.57,0.29,True,High,Growing
2291,2019,Poland,Europe,New York,Global Technologies,Large,Manufacturing,Software Engineer,Mid,False,0.07,"Business Analysis, Communication, Statistics, Research",71059,-4.41,0.87,False,High,Growing
2292,2015,Pakistan,South Asia,Sydney,Prime Technologies,Small,Education,ML Engineer,Lead,False,0.06,"Statistics, Software Engineering, Communication, Data Analysis, Cloud Computing, SQL",26149,2.23,0.67,False,High,Emerging
2293,2010,Morocco,Africa,Singapore,Prime Analytics,Small,Finance,Data Scientist,Intern,False,0.13,"SQL, Communication, Research, Data Analysis, Statistics",18749,-4.27,0.78,False,High,Emerging
2294,2016,Japan,East Asia,Lagos,Prime Solutions,Medium,Finance,Data Scientist,Lead,False,0.05,"Business Analysis, Project Management, Software Engineering",65850,-3.87,0.76,False,High,Emerging
2295,2024,Canada,North America,London,Global Systems,Startup,Healthcare,Research Scientist,Mid,False,0.07,"Project Management, Python, Research, SQL, Communication",85637,4.39,0.77,False,Medium,Growing
2296,2022,United Kingdom,Europe,Berlin,Prime Technologies,Large,Retail,ML Engineer,Senior,True,0.63,"Business Analysis, Project Management, SQL, Python, Data Analysis, Software Engineering",103571,5.11,0.29,True,Low,Growing
2297,2017,Malaysia,Southeast Asia,Lagos,Future Technologies,Large,Agriculture,Research Scientist,Junior,False,0.06,"Business Analysis, Cloud Computing, Communication",33753,4.77,0.66,False,Low,Growing
2298,2016,Ghana,Africa,Seoul,Future Solutions,Startup,Agriculture,Data Scientist,Mid,False,0.06,"Software Engineering, Cloud Computing, Project Management, Research, Business Analysis",22668,1.91,0.82,False,Medium,Emerging
2299,2025,Pakistan,South Asia,Berlin,Global Systems,Medium,Healthcare,Data Scientist,Intern,True,0.59,"Communication, Business Analysis, SQL, Python, Project Management",38104,14.47,0.38,True,Medium,Growing
2300,2021,Bangladesh,South Asia,Sydney,Prime Technologies,Enterprise,Education,Systems Engineer,Lead,False,0.13,"Project Management, Communication, Statistics, Business Analysis",28365,-0.6,0.79,False,Low,Growing
2301,2014,Mexico,North America,Sydney,NextGen Analytics,Medium,Retail,Operations Manager,Executive,False,0.12,"SQL, Data Analysis, Statistics, Communication",86882,-3.17,0.79,False,Medium,Emerging
2302,2011,New Zealand,Oceania,Tokyo,NextGen Solutions,Small,Finance,Policy Analyst,Junior,False,0.15,"Data Analysis, Cloud Computing, Communication, Python, Software Engineering, Business Analysis",59256,-0.55,0.64,False,Medium,Emerging
2303,2017,Israel,Middle East,Sao Paulo,NextGen Solutions,Large,Agriculture,Policy Analyst,Executive,False,0.1,"Python, Statistics, Cloud Computing",59730,-4.32,0.7,False,High,Growing
2304,2015,Sri Lanka,South Asia,Sydney,Global Technologies,Small,Government,Data Scientist,Executive,False,0.16,"Research, Business Analysis, Software Engineering, Cloud Computing",20923,2.79,0.86,False,Medium,Emerging
2305,2020,Thailand,Southeast Asia,Sydney,Prime Systems,Medium,Finance,ML Engineer,Executive,True,0.64,"Business Analysis, Research, Statistics, Cloud Computing, Data Analysis",61871,17.28,0.11,True,Medium,Growing
2306,2017,South Korea,East Asia,Singapore,Future Systems,Startup,Education,ML Engineer,Senior,False,0.02,"SQL, Research, Python, Project Management",62953,2.57,0.81,False,High,Growing
2307,2017,Egypt,Africa,Sao Paulo,Global Analytics,Small,Healthcare,Product Manager,Senior,False,0.15,"Project Management, Python, Software Engineering",22105,3.67,0.64,False,High,Growing
2308,2012,New Zealand,Oceania,New York,Prime Solutions,Enterprise,Manufacturing,Product Manager,Executive,False,0.06,"Software Engineering, Communication, Cloud Computing, Python, Statistics, Data Analysis",64165,4.24,0.66,False,Medium,Emerging
2309,2016,Peru,South America,New York,Future Analytics,Large,Finance,Product Manager,Senior,True,0.87,"Business Analysis, Python, Software Engineering, Research, SQL, Data Analysis",65653,-2.58,0.23,True,Low,Emerging
2310,2023,Taiwan,East Asia,Dubai,Prime Solutions,Large,Tech,Product Manager,Executive,True,0.79,"Data Analysis, Business Analysis, Cloud Computing, Project Management",104671,17.33,0.23,True,Medium,Mature
2311,2015,UAE,Middle East,Seoul,NextGen Solutions,Startup,Manufacturing,Research Scientist,Senior,False,0.17,"Python, Communication, SQL",52247,-0.64,0.69,False,High,Emerging
2312,2025,Mexico,North America,Dubai,Global Technologies,Large,Finance,Policy Analyst,Intern,True,0.79,"Communication, Data Analysis, SQL, Project Management, Research, Python",145583,13.33,0.24,True,Low,Mature
2313,2021,Colombia,South America,Sao Paulo,Future Technologies,Large,Government,ML Engineer,Senior,False,0.02,"Cloud Computing, SQL, Statistics, Research",40014,0.2,0.81,False,High,Growing
2314,2013,South Africa,Africa,London,Prime Solutions,Large,Energy,Research Scientist,Junior,False,0.15,"Project Management, Statistics, Data Analysis",19546,-0.11,0.62,False,High,Emerging
2315,2021,Japan,East Asia,Sydney,Future Systems,Enterprise,Retail,Systems Engineer,Junior,True,0.45,"Software Engineering, Data Analysis, Communication",102983,6.66,0.23,True,Low,Growing
2316,2016,Jordan,Middle East,Nairobi,Future Systems,Small,Energy,AI Researcher,Junior,False,0.17,"Business Analysis, Python, Software Engineering, Data Analysis, Cloud Computing",67618,-3.05,0.64,False,Medium,Emerging
2317,2024,Malaysia,Southeast Asia,Toronto,NextGen Technologies,Medium,Manufacturing,Software Engineer,Junior,True,0.7,"Statistics, Research, Software Engineering, Project Management, Data Analysis",52749,16.02,0.36,True,Low,Growing
2318,2012,United States,North America,Sydney,Future Analytics,Startup,Retail,Research Scientist,Lead,False,0.15,"Project Management, Research, Software Engineering, Business Analysis, Data Analysis, Statistics",71511,-4.46,0.81,False,Medium,Emerging
2319,2019,Argentina,South America,Seoul,Global Systems,Small,Finance,Systems Engineer,Mid,True,0.86,"Data Analysis, Software Engineering, Business Analysis, Research, Project Management, Communication",70110,15.1,0.17,True,Medium,Growing
2320,2025,Canada,North America,Toronto,Future Solutions,Small,Tech,Software Engineer,Intern,False,0.05,"Project Management, Software Engineering, SQL, Statistics, Python",116084,-0.59,0.8,False,High,Mature
2321,2016,United States,North America,Sao Paulo,Global Analytics,Startup,Manufacturing,AI Researcher,Executive,False,0.05,"Python, Project Management, SQL, Statistics",88474,0.11,0.74,False,Low,Emerging
2322,2019,Taiwan,East Asia,Bangalore,Future Analytics,Medium,Energy,Research Scientist,Executive,True,0.79,"Software Engineering, Communication, SQL, Python, Data Analysis",101970,11.07,0.26,True,High,Growing
2323,2019,Vietnam,Southeast Asia,Berlin,NextGen Solutions,Startup,Energy,Software Engineer,Intern,False,0.12,"Data Analysis, Software Engineering, Business Analysis, Project Management",43026,0.89,0.87,False,High,Growing
2324,2014,New Zealand,Oceania,Nairobi,NextGen Systems,Startup,Tech,Operations Manager,Senior,True,0.88,"SQL, Project Management, Research, Data Analysis, Communication",114635,-2.38,0.13,True,High,Emerging
2325,2023,Sri Lanka,South Asia,Lagos,Prime Systems,Small,Tech,Business Analyst,Mid,True,0.83,"Research, Business Analysis, Software Engineering, Project Management",44079,13.84,0.15,True,Low,Mature
2326,2025,Thailand,Southeast Asia,Tokyo,Global Solutions,Small,Energy,AI Researcher,Executive,True,0.75,"Cloud Computing, Research, Statistics, SQL",59146,5.89,0.18,True,Low,Growing
2327,2020,United States,North America,Lagos,Future Technologies,Medium,Tech,AI Researcher,Senior,True,0.55,"Project Management, SQL, Communication, Data Analysis",145633,10.87,0.16,True,High,Growing
2328,2019,UAE,Middle East,London,Prime Analytics,Startup,Government,Research Scientist,Executive,False,0.11,"Data Analysis, Communication, SQL, Python, Business Analysis",63163,3.26,0.65,False,Medium,Growing
2329,2014,Malaysia,Southeast Asia,Toronto,Prime Technologies,Medium,Finance,Software Engineer,Junior,False,0.18,"Cloud Computing, Python, Communication, Software Engineering",36287,4.85,0.82,False,Medium,Emerging
2330,2012,South Korea,East Asia,Lagos,Prime Analytics,Large,Energy,ML Engineer,Junior,False,0.02,"Research, Statistics, Software Engineering, Project Management, Python, Business Analysis",55692,-4.48,0.73,False,Low,Emerging
2331,2016,Peru,South America,Sao Paulo,Global Systems,Large,Finance,ML Engineer,Junior,False,0.15,"Communication, Business Analysis, Data Analysis, Statistics, Software Engineering, Research",35117,3.63,0.89,False,Medium,Emerging
2332,2019,Vietnam,Southeast Asia,New York,Prime Solutions,Startup,Education,Systems Engineer,Mid,False,0.0,"Communication, SQL, Business Analysis, Cloud Computing, Statistics",39316,-0.03,0.79,False,High,Growing
2333,2018,New Zealand,Oceania,Sao Paulo,NextGen Analytics,Small,Education,Product Manager,Mid,True,0.7,"Research, Statistics, Cloud Computing, Data Analysis, Project Management, Communication",127446,11.52,0.11,True,Medium,Growing
2334,2014,Mexico,North America,Singapore,Prime Solutions,Large,Manufacturing,Data Scientist,Mid,False,0.0,"Data Analysis, Communication, Business Analysis",78523,-2.78,0.65,False,Medium,Emerging
2335,2021,Morocco,Africa,Sao Paulo,Prime Analytics,Enterprise,Tech,ML Engineer,Junior,True,0.75,"Software Engineering, Communication, Business Analysis, Python, SQL",30825,8.72,0.27,True,High,Growing
2336,2025,Australia,Oceania,Sao Paulo,NextGen Analytics,Startup,Finance,Research Scientist,Senior,True,0.69,"Project Management, Communication, Research, Cloud Computing",142158,8.55,0.29,True,Low,Mature
2337,2023,New Zealand,Oceania,Paris,Global Analytics,Enterprise,Agriculture,Product Manager,Junior,True,0.93,"Project Management, Statistics, Python, Communication",115500,16.32,0.23,True,High,Growing
2338,2025,Egypt,Africa,Sao Paulo,NextGen Technologies,Medium,Education,Business Analyst,Junior,True,0.92,"Python, Research, Business Analysis, Project Management, SQL",33861,16.89,0.22,True,High,Growing
2339,2015,Taiwan,East Asia,Nairobi,Prime Analytics,Startup,Agriculture,AI Researcher,Executive,False,0.09,"SQL, Research, Communication, Cloud Computing, Python, Data Analysis",62118,2.41,0.73,False,High,Emerging
2340,2023,Malaysia,Southeast Asia,New York,Prime Technologies,Enterprise,Agriculture,Business Analyst,Junior,False,0.05,"SQL, Python, Project Management, Communication, Business Analysis, Data Analysis",35857,-2.84,0.75,False,High,Growing
2341,2022,Indonesia,Southeast Asia,Bangalore,Global Analytics,Startup,Retail,AI Researcher,Mid,True,0.85,"Data Analysis, Cloud Computing, Software Engineering, Project Management, SQL, Research",61477,6.05,0.14,True,High,Growing
2342,2022,Indonesia,Southeast Asia,Nairobi,Global Systems,Medium,Agriculture,Research Scientist,Lead,True,0.86,"Business Analysis, Data Analysis, Cloud Computing, Statistics, Research, Python",57259,14.26,0.21,True,Medium,Growing
2343,2010,Jordan,Middle East,Tokyo,Future Solutions,Enterprise,Manufacturing,AI Researcher,Senior,False,0.15,"Communication, Business Analysis, SQL, Statistics, Python",47671,1.07,0.71,False,Medium,Emerging
2344,2014,Thailand,Southeast Asia,Nairobi,Future Technologies,Small,Healthcare,AI Researcher,Intern,False,0.09,"Data Analysis, Software Engineering, Python",37332,-1.21,0.8,False,Low,Emerging
2345,2025,India,South Asia,Sydney,Global Systems,Enterprise,Energy,Systems Engineer,Lead,True,0.89,"Data Analysis, Python, Software Engineering",35828,9.66,0.36,True,Medium,Growing
2346,2022,United States,North America,Singapore,Future Analytics,Medium,Finance,Product Manager,Junior,True,0.89,"Data Analysis, Communication, SQL, Research",119556,6.87,0.18,True,High,Mature
2347,2012,Israel,Middle East,Dubai,NextGen Technologies,Enterprise,Education,Data Scientist,Junior,False,0.11,"Statistics, Business Analysis, Communication",50990,-4.15,0.73,False,High,Emerging
2348,2021,Singapore,Southeast Asia,Sao Paulo,Global Technologies,Enterprise,Energy,Policy Analyst,Senior,True,0.86,"Python, Research, SQL, Communication, Project Management",61259,7.71,0.37,True,Low,Growing
2349,2014,Japan,East Asia,Nairobi,Prime Technologies,Medium,Finance,Policy Analyst,Lead,False,0.11,"Python, Data Analysis, Cloud Computing, Communication",68791,3.05,0.77,False,Medium,Emerging
2350,2021,Peru,South America,Bangalore,Future Analytics,Medium,Tech,Product Manager,Mid,True,0.81,"Research, Cloud Computing, Communication",66557,6.95,0.22,True,Low,Growing
2351,2023,Ghana,Africa,Toronto,Future Analytics,Medium,Retail,Data Scientist,Mid,True,0.86,"Business Analysis, Data Analysis, Project Management, Python, Statistics, Communication",30314,17.39,0.18,True,Medium,Growing
2352,2019,Mexico,North America,Nairobi,NextGen Solutions,Large,Manufacturing,Data Scientist,Senior,False,0.07,"Statistics, Business Analysis, Research, Software Engineering, Python, Data Analysis",98476,-3.61,0.87,False,Low,Growing
2353,2021,Mexico,North America,Toronto,Future Technologies,Large,Retail,Operations Manager,Junior,True,0.78,"Project Management, Statistics, Data Analysis",120511,6.25,0.28,True,Low,Growing
2354,2013,China,East Asia,Seoul,Future Technologies,Small,Tech,Business Analyst,Executive,False,0.18,"Data Analysis, SQL, Research, Python",55849,-4.29,0.83,False,High,Emerging
2355,2023,United States,North America,Paris,NextGen Systems,Small,Energy,Business Analyst,Mid,True,0.83,"Project Management, Software Engineering, Python, SQL",154543,15.26,0.1,True,Medium,Growing
2356,2015,South Africa,Africa,Paris,Prime Analytics,Large,Agriculture,Policy Analyst,Intern,False,0.03,"Research, Python, Communication, Software Engineering, Statistics",19857,-1.8,0.89,False,Medium,Emerging
2357,2013,Pakistan,South Asia,Tokyo,Future Analytics,Large,Retail,Policy Analyst,Intern,False,0.17,"Software Engineering, Communication, Cloud Computing",18877,-4.07,0.69,False,High,Emerging
2358,2013,Jordan,Middle East,Singapore,Future Systems,Startup,Retail,Operations Manager,Intern,False,0.05,"Python, Business Analysis, Statistics",52968,3.89,0.8,False,Medium,Emerging
2359,2023,Taiwan,East Asia,Sydney,Future Solutions,Enterprise,Agriculture,Research Scientist,Lead,True,0.78,"Data Analysis, Project Management, Cloud Computing",98034,17.11,0.25,True,Medium,Growing
2360,2013,Ghana,Africa,London,Prime Systems,Small,Energy,Business Analyst,Senior,False,0.09,"Research, Communication, Project Management, Software Engineering",18262,3.46,0.78,False,Low,Emerging
2361,2021,Australia,Oceania,London,Prime Systems,Small,Education,ML Engineer,Senior,True,0.44,"Software Engineering, Project Management, Cloud Computing, Data Analysis, Research",138402,9.49,0.13,True,High,Growing
2362,2015,Indonesia,Southeast Asia,Seoul,Prime Technologies,Enterprise,Education,ML Engineer,Mid,False,0.15,"Research, Cloud Computing, Project Management, Python, SQL",34319,-1.2,0.78,False,High,Emerging
2363,2010,Malaysia,Southeast Asia,Dubai,Prime Systems,Large,Agriculture,Operations Manager,Mid,False,0.05,"Statistics, Software Engineering, Research, Cloud Computing, Business Analysis, Python",33287,-3.05,0.74,False,Medium,Emerging
2364,2019,Australia,Oceania,Sao Paulo,NextGen Solutions,Small,Manufacturing,Software Engineer,Mid,True,0.42,"Research, Business Analysis, Project Management, Data Analysis",109199,9.34,0.12,True,High,Growing
2365,2023,United States,North America,Singapore,NextGen Systems,Large,Finance,Software Engineer,Mid,True,0.57,"Communication, SQL, Cloud Computing, Project Management, Statistics, Python",124464,8.19,0.31,True,Medium,Mature
2366,2025,Chile,South America,New York,Global Analytics,Small,Education,Software Engineer,Lead,True,0.45,"Software Engineering, SQL, Cloud Computing, Data Analysis, Python",66086,13.18,0.25,True,Medium,Growing
2367,2018,India,South Asia,Seoul,Prime Technologies,Medium,Retail,Research Scientist,Senior,False,0.04,"SQL, Research, Python, Cloud Computing, Data Analysis, Communication",24698,-2.87,0.76,False,High,Growing
2368,2019,Colombia,South America,Dubai,Global Analytics,Small,Agriculture,Data Scientist,Mid,False,0.14,"Cloud Computing, Communication, Statistics, Python, SQL, Business Analysis",50837,1.52,0.61,False,High,Growing
2369,2018,China,East Asia,Tokyo,Global Systems,Startup,Retail,ML Engineer,Senior,False,0.12,"Project Management, Data Analysis, Software Engineering, SQL, Business Analysis, Statistics",68437,3.39,0.74,False,Medium,Growing
2370,2011,South Korea,East Asia,Toronto,NextGen Solutions,Small,Manufacturing,AI Researcher,Mid,False,0.13,"Data Analysis, Business Analysis, Statistics, Communication",63288,-1.68,0.61,False,High,Emerging
2371,2016,Canada,North America,Dubai,Prime Solutions,Small,Government,ML Engineer,Senior,False,0.17,"Business Analysis, Python, Research",72602,1.77,0.7,False,High,Emerging
2372,2024,Indonesia,Southeast Asia,Sydney,Future Systems,Startup,Manufacturing,Software Engineer,Lead,False,0.02,"Project Management, Business Analysis, Statistics",44577,-2.58,0.88,False,Medium,Growing
2373,2015,Mexico,North America,Sao Paulo,NextGen Technologies,Medium,Retail,AI Researcher,Lead,False,0.03,"Project Management, Statistics, Software Engineering, Cloud Computing, Business Analysis",69408,-0.87,0.76,False,Low,Emerging
2374,2019,Nepal,South Asia,Singapore,NextGen Solutions,Enterprise,Retail,Research Scientist,Senior,False,0.03,"Statistics, Business Analysis, Communication, Data Analysis, Python, SQL",22076,-0.17,0.86,False,High,Growing
2375,2016,Sri Lanka,South Asia,Lagos,Global Systems,Small,Agriculture,ML Engineer,Junior,False,0.08,"Project Management, Communication, Software Engineering",22517,-0.46,0.66,False,Medium,Emerging
2376,2012,Saudi Arabia,Middle East,Singapore,Prime Solutions,Medium,Manufacturing,Research Scientist,Lead,False,0.04,"Communication, Business Analysis, Project Management, Cloud Computing",57654,-2.11,0.83,False,High,Emerging
2377,2021,Pakistan,South Asia,London,Prime Technologies,Small,Manufacturing,Business Analyst,Senior,True,0.54,"Python, Business Analysis, Data Analysis, Statistics, Software Engineering, Project Management",40094,7.25,0.12,True,Low,Growing
2378,2023,Malaysia,Southeast Asia,Lagos,NextGen Technologies,Startup,Finance,Research Scientist,Mid,True,0.84,"SQL, Data Analysis, Communication, Business Analysis, Project Management",63971,7.11,0.37,True,High,Mature
2379,2016,South Africa,Africa,Seoul,NextGen Technologies,Enterprise,Healthcare,Systems Engineer,Executive,False,0.05,"SQL, Cloud Computing, Research, Data Analysis",19721,-3.73,0.65,False,Low,Emerging
2380,2011,Chile,South America,Paris,Global Systems,Medium,Manufacturing,Software Engineer,Executive,False,0.12,"Communication, SQL, Project Management, Research, Software Engineering",35925,3.62,0.75,False,High,Emerging
2381,2015,Spain,Europe,Lagos,Prime Technologies,Small,Energy,Software Engineer,Intern,False,0.16,"Software Engineering, SQL, Communication, Research, Business Analysis",67230,1.8,0.66,False,Low,Emerging
2382,2019,Chile,South America,Sao Paulo,NextGen Systems,Medium,Retail,Research Scientist,Lead,True,0.88,"Research, SQL, Statistics, Python, Project Management, Cloud Computing",69302,9.29,0.19,True,Medium,Growing
2383,2013,Japan,East Asia,Berlin,NextGen Systems,Enterprise,Finance,Research Scientist,Executive,False,0.19,"Python, Data Analysis, Cloud Computing",67345,-0.4,0.72,False,Low,Emerging
2384,2025,India,South Asia,Tokyo,NextGen Technologies,Enterprise,Retail,Operations Manager,Intern,False,0.18,"Research, Business Analysis, Communication, Project Management",32468,4.21,0.66,False,High,Growing
